ticket_id,channel,subject,body,queue
T-12678,email,Need assistance,"Hi, You charged the wrong card - the order should have gone on the card ending 7069. is the ridgeline 2p tent a true 4-season tent or more of a summer shelter. I already looked through the help center and could not find an answer. Appreciate it. — Kai Silva",billing
T-12679,email,Support request,"Hello, I need the Otter dry bag before Saturday - can you expedite shipping. is the ridgeline 2p tent a true 3-season tent or more of a summer shelter. how long does shipping usually take to hawaii if i order the puffin down vest today. Order number is NW-62107 if that helps. Hope you can help. — Reese Larsen",shipping
T-12680,email,Order sttus,"Hi there, Customs is asking me to pay $58.00 in import fees for order NW-68443 - was that supposed to happen. I paid with the card ending 8640. — Rowan Whitfield",shipping
T-12681,webform,Billing question,"Hey, I cancelled order NW-54944 minutes after placing it but the charrge of $19.00 still went through. only half of order nw-44497 showed p - eh basecamp camp chair is missing from the box.",billing
T-12682,chat,Order status,i paid $64.00 extra for two day shipping and it has been a week.,shipping
T-12683,webform,Exchange needed,"Hello, Please cancel the exchange on order NW-71115 - I just want my money back on the return instead. I have been a customer for three seasons and this is the first problem I have had. Appreciate it.",returns-warranty
T-12684,webform,Before I buy,Will the Summit 65 backpack fit a bear canister. I tried calling but the wait time was over 45 minutes. Appreciate it.,product-question
T-12685,chat,Help,if the Lumen 400 headlamp does not fit can I return it for free or is return shipping on me. how do i get a return shipping label for order nw-78896?,product-question
T-12686,chat,Return request,my exchange shipped but tracking says it is going back to you instead of to me?,returns-warranty
T-12687,email,Shipping delay,"Hi there, My order NW-79404 was placed three days ago and the tracking still says label created. Order number is NW-70695 if that helps. Thanks. — Dana Chen",shipping
T-12688,webform,Stock question,How long does the Lumen 800 headlamp run on a full charge at the highest brightness. I tried calling but the wait time was over 30 minutes. Please advise.,product-question
T-12689,chat,Urgent,My return was received five days ago but the refund of $214.95 still is not back on my card?,billing
T-12690,webform,Daaged product,"Hey, Is the Merino trail socks still returnable if I used it once. I placed the order on the 3rd. Please advise.",returns-warranty
T-12691,webform,Problem with my order,"Good morning ,I think someone else hhs been using my account - there is an order in my history I never placed. can i get an itemized receipt or invoice for order nw-79351 - i need it for taxes. you charged the wrong card - the order should have gone on the card ending 7681. I paid with the card ending 4492. Thanks.",account-access
T-12692,chat,Login trouble,i keep getting logged out every time the app updates?,account-access
T-12693,email,Where is my order,"Hi there, My refund was approved but the replacement Summit 65 backpack still has no tracking number. I paid with the card ending 6661. Appreciate it. — Dana Kim",shipping
T-12694,webform,Urgent,"Hey, The estimated delivery on my order keeps moving - it has changed twice this week. Thanks.",shipping
T-12695,email,Urgent,What fuel does the Ember camp stove take and can I fly with the canister. I tried calling but the ait time was over 30 minutes. Please advise.,product-question
T-12696,email,Need assistance,"Hi there, There is ac harge from Northwind on my statement for $214.95 that I do not recognize. Odre rnumber is NW-45679 if that helps. Appreciate it.",billing
T-12697,chat,Problem with my order,UPS tracking shows my package has been sitting in Louisville for three days. I need this sorted before Friday,shipping
T-12698,email,Support request,"Hello Northwind, My order NW-66911 was placed five days ago and the tracking still says label created. I have been a customer for a long time and this is the first problem I have had. Hope you can help. — Quinn Larsen",shipping
T-12699,chat,Need assistance,i was charged sales tax on order NW-60706 but my state does not tax clothing. Order number is NW-46345 if that helps?,billing
T-12700,chat,Billing question,My return waas received there day sago but the refund of $24.99 still is not back on myy card,billing
T-12701,email,Where is my order,"Hey, I need the Otter dry bag before Saturday - can you expedite shipping. I tried calling but the wait time was over 20 minutes. Thanks in advance. — Dana Haddad",shipping
T-12702,email,Billing question,"Hello Northwind, Please cancel my Trail Club membership - I am still being billed $12.99 a month. i changed phones and can no longer get the two factor authentication code. Hope you can help.",billing
T-12703,chat,Return request,The Torrent rain jacket does not fit - how do I exchange it for the next size down,returns-warranty
T-12704,email,Need assistance,"Hello, Where is my order? The Ridgleine 2PP tent was supposed to arrive last Friday. I alerady looked through the help centerr and could not find an answer. Thanks.",shipping
T-12705,chat,Promo code problem,Please cancel my Trail Club membership - I ma still being billed $12.99 a month. te password reset email never arrives - i have checked spams everal times.,billing
T-12706,webform,Exchange needed,"Ha thhere, How do I get a return shipping label for order NW-55071. I placed the order on the 3rd. Thanks.",returns-warranty
T-12707,email,Where is my order,"Hello, Can I change the delivery address on order NW-64021 before it ships. The order had the Trailhead trail runners and some smaller items in it. Hope you can help. — Riley Brooks",shipping
T-12708,webform,Urgent,The price of the Torrent rain pants dropped to $64.50 the day after I bought it - do you do price adjustments. I paid with the card ending 1673. Thanks.,billing
T-12709,email,Billing queestion,"Hello, I was charged twice for order NW-59937 - there are two $118.50 charges on my card. my refund was approved but the replacement otter dry bag still has no tracking number. I placed the order on the 3rd. Thanks in advance.",billing
T-12710,chat,Problem with my order,Can I machine wash the Windbreak fleece or is it dry clean only. I paid with the card ending 3760?,product-question
